"New Contractor Licenses - File created: Nov 28, 2018 - 1618 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Issued Date","Expiration Date","Status"
"322448","Stag Electric, LLC"," ","458 N New Haven"," ","Mesa","AZ","85205","Christopher Brent Bradshaw","CR-11","","2018-10-29","2020-10-31","Active"
"322449","AZ Valley Plumbing LLC"," ","3298 W Five Mile Peak Dr"," ","San Tan Valley","AZ","85142","Juan Alvarez","CR-37","","2018-10-29","2020-10-31","Active"
"322450","Corrpro Companies Inc"," ","17988 Edison Ave"," ","Chesterfield","MO","63005","Cade Charles Johnson","C-11","","2018-10-29","2020-10-31","Active"
"322451","J&J Companies LLC"," AZ Floor King","12530 E Desert Cove Ave"," ","Scottsdale","AZ","85259","Jasen Guy Santiago","R-62","","2018-10-29","2020-10-31","Active"
"322452","Premier Automation Contractors Inc"," ","PO Box 310319"," ","Flint","MI","48531","Timothy Ashford Pinney","B-1","","2018-10-30","2020-10-31","Active"
"322453","Premier Automation Contractors Inc"," ","PO Box 310319"," ","Flint","MI","48531","Timothy Ashford Pinney","C-11","","2018-10-30","2020-10-31","Active"
"322454","Rio Bravo Plumbing Services, LLC"," ","22471 N Ellison Rd"," ","Maricopa","AZ","85139","Luis Armando Elizondo Salazar","CR-37","","2018-10-30","2020-10-31","Active"
"322455","Turf & Stone Landscape Design, LLC"," ","20652 W Legend Trl"," ","Buckeye","AZ","85396","Sean Paul Custer","CR-21","","2018-10-30","2020-10-31","Active"
"322456","Carlson Engineering Group Inc"," ","505 NE 37th St"," ","Fort Worth","TX","76106","Johnny Albert Carlson","B-1","","2018-10-30","2020-10-31","Active"
"322457","On Services LLC"," ","2465 E Pelican St"," ","Gilbert","AZ","85234","Michael Patrick Davidson II","CR-39","","2018-10-30","2020-10-31","Active"
"322458","On Services LLC"," ","2465 E Pelican St"," ","Gilbert","AZ","85234","Michael Patrick Davidson II","CR-11","","2018-10-30","2020-10-31","Active"
"322459","Titan Enterprise LLC"," ","16316 N 73rd Ln"," ","Peoria","AZ","85382","Jaccob Curtis Johnson","CR-10","","2018-10-30","2020-10-31","Active"
"322460","Stellar Kitchen and Bath LLC"," ","14817 W Roanoke Ave"," ","Goodyear","AZ","85395","Jeffrey J Chaignot","CR-8","","2018-10-30","2020-10-31","Active"
"322461","Luciano Cisneros Melendez"," E S D Services","679 W Prickly Pear Dr"," ","Casa Grande","AZ","85122","Luciano Cisneros Melendez","CR-11","","2018-10-30","2020-10-31","Active"
"322462","Joe A Vigil","Sonoran Painting , Sonoran Painting","3390 Black Hawk Dr"," ","Sierra Vista","AZ","85650","Joe A Vigil","CR-36","","2018-10-30","2020-10-31","Active"
"322463","Hechavarria Management LLC"," Golden Contractor","4102 W Desert Hills Dr"," ","Phoenix","AZ","85029","Henry Mosqueda Hechavarria","B-3","","2018-10-30","2020-10-31","Active"
"322464","ARC Heating & Cooling LLC"," ","2571 W Camino Ebano"," ","Tucson","AZ","85742","Robert Sheldon Cullinane","CR-39","","2018-10-30","2020-10-31","Active"
"322465","Top To Bottom Builders LLC"," ","4537 W El Caminito Dr"," ","Glendale","AZ","85302","James E Weightman II","KB-1","","2018-10-30","2020-10-31","Active"
"322466","J Ernesto Flooring LLC"," ","9515 W Roosevelt St"," ","Tolleson","AZ","85353","Juan Ernesto Munoz Hernandez","C-8","","2018-10-30","2020-10-31","Active"
"322467","Charley's Kustom Air LLC"," ","Po Box 173"," ","Parker","AZ","85344","Charles Christopher Robertson","CR-45","","2018-10-30","2020-10-31","Active"
"322468","Charley's Kustom Air LLC"," ","Po Box 173"," ","Parker","AZ","85344","Charles Christopher Robertson","CR-39","","2018-10-30","2020-10-31","Active"
"322469","JSquaredB Construction llc"," ","6534 S Maple Ave Ste 101"," ","Tempe","AZ","85283","Jeffrey Dean Owen","KB-1","","2018-10-31","2020-10-31","Active"
"322470","Dominion Flooring Concepts LLC"," ","PO Box 3688"," ","Somerton","AZ","85350","Karla A Hernandez","CR-8","","2018-10-31","2020-10-31","Active"
"322471","Revival Home Improvement LLC"," ","301 E Echo Ln"," ","Phoenix","AZ","85020","Leslie N Garcia","R-62","","2018-10-31","2020-10-31","Active"
"322472","Sunwest Contracting, LLC"," ","4414 E Briles Rd"," ","Phoenix","AZ","85050","Byron Fernley Handy III","KA","","2018-10-31","2020-10-31","Active"
"322473","Skyline Floor Covering LLC"," ","3711 E Milton Rd Unit 1"," ","Tucson","AZ","85706","Felix Rene Felix","CR-60","","2018-10-31","2020-10-31","Active"
"322474","Brad's Management Services LLC"," ","PO Box 4195"," ","Page","AZ","86040","James B Maule","CR-61","","2018-10-31","2020-10-31","Active"
"322475","Legacy Iron Works LLC"," ","7750 E Evans Rd Ste 2"," ","Scottsdale","AZ","85260","Milan Jay McMannis Jr","CR-24","","2018-10-31","2020-10-31","Active"
"322476","AZ Foam Masters LLC"," ","7623 N 34th Ave"," ","Phoenix","AZ","85051","Michael Hernandez Lopez","CR-42","","2018-10-31","2020-10-31","Active"
"322477","Fortified Roofing Inc"," ","PO Box 777"," ","Enterprise","UT","84725","Tyler Elliot Stout","CR-42","","2018-10-31","2020-10-31","Active"
"322478","Redline Contracting Group LLC"," ","3732 E Minton Pl"," ","Mesa","AZ","85215","Adam R Lupien","KB-2","","2018-10-31","2020-10-31","Active"
"322479","C.A.L.L Construction LLC"," ","4446 N 84th Dr"," ","Phoenix","AZ","85037","Carlos Miguel Lopez Sr","CR-10","","2018-10-31","2020-10-31","Active"
"322480","Ultimate Home Solutions LLC"," ","22517 N 71st Ln"," ","Glendale","AZ","85310","Jordan Lee Schuler","B-3","","2018-10-31","2020-10-31","Active"
"322481","Cross Country Roofing LLC"," ","1811 E Apache Blvd Apt 2046"," ","Tempe","AZ","85281","Ian Lawrence Gore","CR-42","","2018-10-31","2020-10-31","Active"
"322482","Reyes Lawn Service Inc"," ","13857 N 46th Ave"," ","Glendale","AZ","85306","Gustavo Reyes Gonzalez","CR-21","","2018-11-01","2020-11-30","Active"
"322483","Gary Lee Bell"," Bell's Mobile Welding and Fabrication, Bell's Mobile Welding and Fabrication","2146 S Noche De Paz"," ","Sun Lakes","AZ","85248","Gary Lee Bell","CR-56","","2018-11-01","2020-11-30","Active"
"322484","Timothy Wayne Northern"," Northern Asphalt","307 N Hawes Rd"," ","Mesa","AZ","85207","Timothy Wayne Northern","CR-69","","2018-11-01","2020-11-30","Active"
"322485","The Rustic Barn LLC"," ","21159 E Orchard Ln"," ","Queen Creek","AZ","85142","Douglas Roger Bonngard","B-3","","2018-11-01","2020-11-30","Active"
"322486","Ethcon Inc"," ","6007 S Cedar Elm Ln"," ","Tucson","AZ","85747","Jeremy Robert Donovan","B","","2018-11-01","2020-11-30","Active"
"322487","Artisan Rock & Stone, LLC"," ","PO Box 1192"," ","Congress","AZ","85332","Joseph Tunacao Martin","CR-21","","2018-11-01","2020-11-30","Active"
"322488","Pedro Cristobal Avila","Roofing 4 Less , Roofing 4 Less","PO Box 4696"," ","Arizona City","AZ","85123","Pedro Cristobal Avila","CR-40","","2018-11-01","2020-11-30","Active"
"322489","Climalock LLC"," ","34405 Hwy PP"," ","Warsaw","MO","65355","Brian Keith Bell","C-40","","2018-11-01","2020-11-30","Active"
"322490","Henson Excavation LLC"," ","4118 W Calle Seis"," ","Green Valley","AZ","85622","Daniel Aaron Henson","CR-41","","2018-11-01","2020-11-30","Active"
"322491","Stephen Lester Marinone"," Stephen Marinone","9255 E Sycamore Springs Trl"," ","Vail","AZ","85641","Stephen Lester Marinone","CR-11","","2018-11-01","2020-11-30","Active"
"322492","Nevada Countertop Supply LLC"," ","3251 E Warm Springs #400"," ","Las Vegas","NV","89120","Michael Julian Lysiak","CR-60","","2018-11-01","2020-11-30","Active"
"322493","Diamondback Property Service Pros LLC"," ","2219 S Nolina Dr"," ","Chandler","AZ","85286","Robert Francis Bauer III","CR-34","","2018-11-01","2020-11-30","Active"
"322494","Build Construction Management LLC"," ","11839 E Del Timbre Dr"," ","Scottsdale","AZ","85259","Jussara Scarle","KB-2","","2018-11-01","2020-11-30","Active"
"322495","Meraz General Construction Inc"," ","10434 S Sundown Dr"," ","Yuma","AZ","85367","Abraham Meraz","B-2","","2018-11-01","2020-11-30","Active"
"322496","High Profile Pools LLC"," ","2864 E Blue Sage Rd"," ","Gilbert","AZ","85297","Tab Donald Henricks","KA-5","","2018-11-01","2020-11-30","Active"
"322497","Rex E Southwick LLC","Arizona Pipe Pros , Arizona Pipe Pros","9221 E Baseline Rd Ste 109-409"," ","Mesa","AZ","85209","Rex Elden Southwick","A-12","","2018-11-01","2020-11-30","Active"
"322498","Mountain Home Solutions LLC"," ","4777 Show Low Lake Rd"," ","Lakeside","AZ","85929","Damon Anthony Sundberg","KB-2","","2018-11-01","2020-11-30","Active"
"322499","Desert Shelters LLC"," ","PO Box 4362"," ","Cave Creek","AZ","85327","Jeffry Daniel Carneal","R-11","","2018-11-01","2020-11-30","Active"
"322500","Avanti Windows & Doors LLC"," ","5107 N 51st Ave Ste. 2"," ","Glendale","AZ","85301","Dustin J Petty","CR-65","","2018-11-02","2020-11-30","Active"
"322501","State Forty Eight Construction LLC"," ","23452 N 89th Ave"," ","Peoria","AZ","85383","Christopher Steven Stair","B","","2018-11-02","2020-11-30","Active"
"322502","Daylight America Inc"," ","2206 N 23rd Ave"," ","Phoenix","AZ","85009","Paul Joseph Bilbrey","C-45","","2018-11-02","2020-11-30","Active"
"322503","The Door Connection LLC"," ","6935 E Lone Mountain Rd"," ","Scottsdale","AZ","85266","James Francis Killen","CR-60","","2018-11-02","2020-11-30","Active"
"322504","Figg Tree Landscape Management LLC"," ","6635 W Happy Valley Rd Ste A104-229"," ","Glendale","AZ","85310","Brandon Christopher Figg","CR-21","","2018-11-02","2020-11-30","Active"
"322505","Bridge Gap Engineering LLC"," ","3299 Glase Rd"," ","Danielsville","PA","18038","Jene Mark Dvorak","A","","2018-11-02","2020-11-30","Active"
"322506","Maestro Flooring LLC"," ","317 W Anderson Ave"," ","Phoenix","AZ","85023","Halil Hodzic","CR-8","","2018-11-02","2020-11-30","Active"
"322507","The Repair Guys LLC"," ","4022 E Greenway Rd Ste 11147"," ","Phoenix","AZ","85032","Ryan William Perry","CR-42","","2018-11-02","2020-11-30","Active"
"322508","JT Home Watch & Handyman Service LLC"," ","90 Lolomi Dr"," ","Sedona","AZ","86336","Joachim Tielitz","R-62","","2018-11-02","2020-11-30","Active"
"322509","Bath Planet of N Arizona LLC"," ","661 E Howards Rd Suite A"," ","Camp Verde","AZ","86322","Amber L Mascaro","CR-61","","2018-11-02","2020-11-30","Active"
"322510","Donald Alexander Entrikin","Glacier Heating and Air Conditioning , Glacier Heating and Air Conditioning","1697 Rio Vista Dr"," ","Bullhead City","AZ","86442","Donald Alexander Entrikin","CR-39","","2018-11-02","2020-11-30","Active"
"322511","Copper Canyon Technologies LLC"," Erick's A/C & Electrical, Erick's A/C & Electrical","3819 E Beck Ln"," ","Phoenix","AZ","85032","Rafael Madrid","CR-39","","2018-11-02","2020-11-30","Active"
"322512","Royal Touch Janitorial LLC"," ","6275 W Elm St"," ","Phoenix","AZ","85033","Jose Sanchez Perez","CR-8","","2018-11-02","2020-11-30","Active"
"322513","Distinguished Woodworks LLC"," ","4845 N Ho Hum Trl"," ","Rimrock","AZ","86335","Heath Michael Georgia","KB-2","","2018-11-02","2020-11-30","Active"
"322514","S5 Yard and Home LLC"," ","1589 Antelope Dr"," ","Chino Valley","AZ","86323","Matthew Alan Smith","CR-21","","2018-11-02","2020-11-30","Active"
"322515","Revolution Flooring LLC"," ","9830 E Onza Ave"," ","Mesa","AZ","85212","Troy Ian Conklin","CR-8","","2018-11-02","2020-11-30","Active"
"322516","Pete John Linardos"," LEI General Contractors, L E I Construction","4194 Crown Ranch Rd"," ","Corona","CA","92881","Pete John Linardos","B-2","","2018-11-02","2020-11-30","Active"
"322517","JDK, LLC of Florida"," ","4182 S University Dr"," ","Davie","FL","33328","Thad Jason Carter","B-1","","2018-11-03","2020-11-30","Active"
"322518","RTE2 Builders LLC"," ","8802 E Diamond Rim Dr"," ","Scottsdale","AZ","85255","Andrew Thomas Olson","KB-1","","2018-11-03","2020-11-30","Active"
"322519","Airzona Heating & Cooling LLC"," ","1810 E Dakota St"," ","Tucson","AZ","85706","Alejandro S Bonillas","CR-39","","2018-11-03","2020-11-30","Active"
"322520","Agustin Suarez LLC"," Arizona Wholesale Windows And Doors","1665 E 18th St Ste 120"," ","Tucson","AZ","85719","Agustin V Suarez","CR-65","","2018-11-03","2020-11-30","Active"
"322521","Az Painting & Consulting LLC"," ","4027 E Willow Ave"," ","Phoenix","AZ","85032","Marianne Cox","CR-10","","2018-11-03","2020-11-30","Active"
"322522","Roger Dean Buttrum"," RDB Construction, RB Electric, R D B Construction","PO Box 86627"," ","Phoenix","AZ","85080","Roger Dean Buttrum","KB-1","","2018-11-03","2020-11-30","Active"
"322523","Universal Decking and Waterfalls LLC"," Googleit Construction","PO Box 90811"," ","Phoenix","AZ","85066","Mauro Quidera Maldonado","KB-1","","2018-11-03","2020-11-30","Active"
"322524","Santacruz Electric LLC"," ","1814 E Locust Pl"," ","Chandler","AZ","85286","Juan Gabriel Santacruz","CR-11","","2018-11-03","2020-11-30","Active"
"322525","Outlaw Excavating LLC"," ","4010 N Runway Dr"," ","Tucson","AZ","85705","Cody Michael White","CR-80","","2018-11-03","2020-11-30","Active"
"322526","Kitch and Bath Remodel LLP"," ","8165 E Onza Ave"," ","Mesa","AZ","85212","James Lee Gooch","CR-61","","2018-11-03","2020-11-30","Active"
"322527","Resolution Contractors Solutions LLC"," ","6895 S Rochester Dr"," ","Gilbert","AZ","85298","Matthew Ross Collins","A","","2018-11-03","2020-11-30","Active"
"322528","Ultra II Construction LLC"," ","Po Box 1284"," ","Sonoita","AZ","85637","Daniel De Anda","KB-2","","2018-11-04","2020-11-30","Active"
"322529","Fest Services LLC"," Vortex Pools","21114 W Court St"," ","Buckeye","AZ","85396","Brian Evan Beinfest","CR-6","","2018-11-04","2020-11-30","Active"
"322530","Mountain Fresh Water Systems LLC"," ","2437 E Lodgepole Dr"," ","Gilbert","AZ","85298","Glenn Alan Buckman","CR-37","","2018-11-05","2020-11-30","Active"
"322531","Rimline Electric Inc"," ","9444 N Mantis Way"," ","Tucson","AZ","85742","Ginger Nicole Preston","C-11","","2018-11-05","2020-11-30","Active"
"322532","Sledge Concrete Coatings LLC"," ","6401 W Brown St"," ","Glendale","AZ","85302","Richard Brady Sledge","CR-48","","2018-11-05","2020-11-30","Active"
"322533","A-1 Concrete Repair & Waterproofing LLC"," ","20280 N 59th Ave Ste 115-341"," ","Glendale","AZ","85308","Keri Lynn Lemons","B-1","","2018-11-05","2020-11-30","Active"
"322534","Vesten Hire Inc"," Sun City Remodel and Flooring","10510 N 69th Ave"," ","Peoria","AZ","85345","Jeff Gordon Piurek","R-62","","2018-11-05","2020-11-30","Active"
"322535","Teeples Custom Homes Inc"," ","669 N Madison St"," ","Wickenburg","AZ","85390","Edward Earl Teeples","KB-2","","2018-11-05","2020-11-30","Active"
"322536","Isaac's Painters LLC"," ","11346 W Austin Thomas Dr"," ","Surprise","AZ","85378","Aladrian Blake Pierite","R-62","","2018-11-05","2020-11-30","Active"
"322537","Arizona Climate Concepts LLC"," ","6419 W Silver Sage Ln"," ","Phoenix","AZ","85083","Mark Daniel Strzyzykowski","CR-39","","2018-11-05","2020-11-30","Active"
"322538","Mark One Plumbing LLC"," ","11515 E De La O Rd"," ","Scottsdale","AZ","85255","Mark Adrian Williams","CR-37","","2018-11-05","2020-11-30","Active"
"322539","A To Z Team LLC"," A To Z Appliance Repair","488 E Taylor Trl"," ","San Tan Valley","AZ","85143","Christy Rose Emma Mullen","R-63","","2018-11-05","2020-11-30","Active"
"322540","Parker Brothers Concrete LLC"," ","12617 W Sierra Street"," ","El Mirage","AZ","85335","Lonnie Justin Parker","CR-9","","2018-11-05","2020-11-30","Active"
"322541","Trusted Pool Care LLC"," ","5443 W Wilma Rd"," ","Queen Creek","AZ","85142","Trindal Nell Terry","CR-6","","2018-11-05","2020-11-30","Active"
"322542","Meridian Home Maintenance LLC"," ","15100 N 162nd Ln"," ","Surprise","AZ","85379","Bruce Triolo","R-62","","2018-11-06","2020-11-30","Active"
"322543","Allied Power Services LLC"," ","400 Convention St Ste 320"," ","Baton Rouge","LA","70802","Paul Ancell Barry","A","","2018-11-06","2020-11-30","Active"
"322544","B I C Electric LLC"," ","3434 E Thornton Ave"," ","Gilbert","AZ","85297","Ronald Paul Fuentes Jr","CR-11","","2018-11-06","2020-11-30","Active"
"322545","BWC Enterprises Inc"," Woodruff Construction, Woodruff Construction","2710 E Lakin Dr"," ","Phoenix","AZ","85021","Bud Allen Woodruff","CR-11","","2018-11-06","2020-11-30","Active"
"322546","Surface Doctor LLC"," ","16042 W Berkeley Rd"," ","Goodyear","AZ","85395","Ronald Frederick Wood","R-62","","2018-11-06","2020-11-30","Active"
"322547","Right Call Construction LLC","Stonecreek Roofing , Stonecreek Roofing","11801 N Tatum Blvd Ste 123"," ","Phoenix","AZ","85028","Raymond Lee Roshto","KB-2","","2018-11-06","2020-11-30","Active"
"322548","Ranch to Ranch LLC"," ","PO Box 9"," ","Winslow","AZ","86047","Duane Lee Coleman","B-2","","2018-11-06","2020-11-30","Active"
"322549","Modern Railway Systems Inc"," ","2800 Harbor Bay Parkway"," ","Alameda","CA","94502","Janet Susan Rogers","A","","2018-11-06","2020-11-30","Active"
"322550","Inty Solar LLC"," ","549 S 48th St Ste 102"," ","Tempe","AZ","85281","John Thomas Lines","CR-11","","2018-11-06","2020-11-30","Active"
"322551","Custom Cable Services Inc"," ","PO Box 539"," ","Gardendale","AL","35071","John Gary Park","A-5","","2018-11-06","2020-11-30","Active"
"322552","GKP General Contracting Inc"," ","6499 S Kings Ranch Rd Ste 14"," ","Gold Canyon","AZ","85118-2920","Gerald Priore","A","","2018-11-06","2020-11-30","Active"
"322553","The Contractor Guys Company"," ","421 E Huber St"," ","Mesa","AZ","85203","Michael Dan Lusky","KB-2","","2018-11-06","2020-11-30","Active"
"322554","Roy Anderson Corp"," ","PO Box 2"," ","Gulfport","MS","89502","Debra Lynn Blesse","B-1","","2018-11-06","2020-11-30","Active"
"322555","Mainely Electrical Services LLC"," ","3822 E Derringer Way"," ","Gilbert","AZ","85297","Richard Cameron Chatterton","CR-11","","2018-11-06","2020-11-30","Active"
"322556","Justin Teriel Gaffney"," Earth Tech","145 Rose Lane"," ","Frisco","TX","75036","Thomas R Gasmann","A-4","","2018-11-06","2020-11-30","Active"
"322557","Jose S Gutierrez"," Gutierrez Construction Company","1682 Brill Way"," ","Bullhead City","AZ","86442","Jose S Gutierrez","B","","2018-11-07","2020-11-30","Active"
"322558","Advanced Heating & Cooling LLC"," ","38807 N 7th Ave"," ","Desert Hills","AZ","85086","Brian Richard Buster","CR-39","","2018-11-07","2020-11-30","Active"
"322559","Arizona Asphalt Repair LLC"," ","681 N Monterey St #3"," ","Gilbert","AZ","85233","Stephen Paul Garlo Jr","CR-69","","2018-11-07","2020-11-30","Active"
"322560","Cesar Eduardo Zayas"," Air Caesar Cooling and Heating","22832 N 120th Ln"," ","Sun City","AZ","85373","Cesar Eduardo Zayas","","","2018-11-07","2020-11-30","Active"
"322561","George Mcgavin Keith"," George Keith Painting & Roofing","2040 S Alma School Rd Ste 1 #475"," ","Chandler","AZ","85286","George Mcgavin Keith","R-62","","2018-11-07","2020-11-30","Active"
"322562","Christopher Joseph Lucas"," Phoenix Asphalt","3073 W Broadway Ave"," ","Apache Junction","AZ","85120","Christopher Joseph Lucas","A-15","","2018-11-07","2020-11-30","Active"
"322563","Sirewall USA LLC"," Sirewall","212 Cusheon Lake Rd"," ","Salt Spring Island","BC","V8K2B9","Meror Krayenhoff","R-9","","2018-11-07","2020-11-30","Active"
"322564","Advanced Builders LLC"," ","8883 E Captain Dreyfus Ave"," ","Scottsdale","AZ","85260","Dustin Ryan Crandall","B-2","","2018-11-07","2020-11-30","Active"
"322565","Baer Joinery LLC"," ","925 E Mill St"," ","Tucson","AZ","85719","Jesus Edmundo Robles Jr","KB-2","","2018-11-07","2020-11-30","Active"
"322566","Alex Legacy Tile Installations LLC"," ","10426 W Butler Dr"," ","Peoria","AZ","85345","Rose Anne H Rivas","CR-48","","2018-11-07","2020-11-30","Active"
"322567","Harmony Homes & Remodeling LLC"," ","4532 E Desert Sands Dr"," ","Chandler","AZ","85249","Nick Lee Banfe","B","","2018-11-07","2020-11-30","Active"
"322568","E Electric LLC"," ","2855 W Muriel Dr"," ","Phoenix","AZ","85053","Martin Encinas Othon","CR-11","","2018-11-07","2020-11-30","Active"
"322569","Voss Electric Company","Voss Lighting , Voss Lighting","Po Box 22159"," ","Lincoln","NE","68542","James E Metcalf","C-11","","2018-11-07","2020-11-30","Active"
"322570","Franklin Landscaping Services LLC"," ","Po Box 11838"," ","Prescott","AZ","86304","Michael Edward Macon","CR-21","","2018-11-07","2020-11-30","Active"
"322571","First Drilling LLC"," ","PO Box 1167"," ","Montrose","CO","81402","Joel Michael Carr","A-4","","2018-11-07","2020-11-30","Active"
"322572","Robert Donald Young"," ASBI Construction","11000 N 77th Pl Unit 1033"," ","Scottsdale","AZ","85260","Robert Donald Young","KB-1","","2018-11-07","2020-11-30","Active"
"322573","10040 DH LLC"," MDF Construction","9436 E Desert Village Dr"," ","Scottsdale","AZ","85255","Ted Raymond Hallett","KB-2","","2018-11-08","2020-11-30","Active"
"322574","Phoenix West Communications LLC"," ","16772 W Bell Rd Ste 110-105"," ","Surprise","AZ","85374","Frank Gregory Salazar","C-67","","2018-11-08","2020-11-30","Active"
"322575","Marshall's Remodeling LLC"," ","12480 N 74th Ln"," ","Peoria","AZ","85381","Minodora Marshall","CR-61","","2018-11-08","2020-11-30","Active"
"322576","Bullseye Home Service LLC"," ","363 Krueger Ln Apt B"," ","Bullhead","AZ","86429","Paul Brian Carroll","CR-39","","2018-11-08","2020-11-30","Active"
"322577","Bullseye Home Service LLC"," ","363 Krueger Ln Apt B"," ","Bullhead","AZ","86429","Paul Brian Carroll","R-37R","","2018-11-08","2020-11-30","Active"
"322578","Epoxy Floors & More LLC"," ","2466 E Carol Ave"," ","Mesa","AZ","85204","Scott Dennis Lavallie","CR-8","","2018-11-08","2020-11-30","Active"
"322579","Chad Brady Kennedy"," CKfloorcovering","3375 W Camino Alto"," ","Tucson","AZ","85742-8821","Chad Brady Kennedy","CR-8","","2018-11-08","2020-11-30","Active"
"322580","Process Cooling International Inc"," Applied Process Cooling Corp./APCCO","4812 Enterprise Way"," ","Modesto","CA","95356","Gary Clyde Dunn","C-49","","2018-11-08","2020-11-30","Active"
"322581","Grossheim Tile LLC"," ","13788 E Lipps Ln"," ","Vail","AZ","85641-9300","Gregory Allen Grossheim","CR-48","","2018-11-08","2020-11-30","Active"
"322582","Pegasus Electric LLC"," ","1418 N Scottsdale Rd #235"," ","Scottsdale","AZ","85257-3412","Shepard Leigh Ambellas","CR-11","","2018-11-08","2020-11-30","Active"
"322583","Solar Construction Group, LLC"," ","1000 N West Street, Suite 1200"," ","Atlanta","GA","30350","GEORGE CANCIO","C-11","","2018-11-08","2020-11-30","Active"
"322584","Richardson Heating & Air Conditioning Inc"," ","4211 E Elwood St Ste 1"," ","Phoenix","AZ","85040","Robert Vincent Richardson","CR-58","","2018-11-08","2020-11-30","Active"
"322585","Richardson Heating & Air Conditioning Inc"," ","4211 E Elwood St Ste 1"," ","Phoenix","AZ","85040","Robert Vincent Richardson","CR-45","","2018-11-08","2020-11-30","Active"
"322586","Richardson Heating & Air Conditioning Inc"," ","4211 E Elwood St Ste 1"," ","Phoenix","AZ","85040","Robert Vincent Richardson","CR-39","","2018-11-08","2020-11-30","Active"
"322587","John Scott Fusselman"," JLF Construction","1246 W Manhattan"," ","Tempe","AZ","85282","John Scott Fusselman","KB-2","","2018-11-08","2020-11-30","Active"
"322588","4 Brothers Homes LLC"," ","1958 E Oxford Dr"," ","Tempe","AZ","85283","William Patrick Chance","B","","2018-11-09","2020-11-30","Active"
"322589","Climate Kings LLC"," ","7918 E Covina St"," ","Mesa","AZ","85207","Shawn Anthony Pittman","R-39R","","2018-11-09","2020-11-30","Active"
"322590","Mahalo Painting LLC"," ","20235 N Cave Creek Rd Ste 104-462"," ","Phoenix","AZ","85024","Jerome M Karaszewski","B-1","","2018-11-09","2020-11-30","Active"
"322591","Vergara Contracting LLC"," ","2709 E Chester Dr"," ","Chandler","AZ","85286","Albert W Vergara","CR-60","","2018-11-09","2020-11-30","Active"
"322592","Highlander Air LLC"," ","PO Box 83593"," ","Phoenix","AZ","85071","Mark D Rivera","CR-39","","2018-11-09","2020-11-30","Active"
"322593","Paramount Utility Corporation"," Western Wireless","PO Box 844"," ","Denver","CO","80219","D Michael McNeill","A","","2018-11-09","2020-11-30","Active"
"322594","E S S International Corporation"," ","Po Box 686"," ","Gilbert","AZ","85299","Edward Anthony Zaletel","B-2","","2018-11-09","2020-11-30","Active"
"322595","CCB Builders LLC"," ","130 Biscayne Way"," ","Folsom","CA","95630","Jose Luis Alestra","KB-2","","2018-11-09","2020-11-30","Active"
"322596","Due Brothers Construction LLC"," ","7349 N Via Paseo Del Sur # 515-271"," ","Scottsdale","AZ","85258","Lance Due","CR-11","","2018-11-09","2020-11-30","Active"
"322597","Advanced Retail Construction Inc"," ","PO Box 368"," ","Newark","OH","43058","Timmy L Skaggs","KB-1","","2018-11-09","2020-11-30","Active"
"322598","Timothy Martin Wood","TKW Construction , TKW Construction","Po Box 1246"," ","Chandler","AZ","85244","Timothy Martin Wood","R-62","","2018-11-09","2020-11-30","Active"
"322599","J1778 LLC"," Premier Pools & Spas","3774 W 36th St"," ","Yuma","AZ","86365","Jacob Thomas Jason Miller","KA-5","","2018-11-14","2020-11-30","Active"
"322600","Living Water Irrigation LLC"," ","10518 W Carlota Ln"," ","Peoria","AZ","85383","Bruce Andrew Hackett","CR-21","","2018-11-14","2020-11-30","Active"
"322601","God's Way Flooring LLC"," ","9114 W Monte Vista Rd"," ","Phoenix","AZ","85037-4370","Lizeth Sias-Perez","CR-8","","2018-11-14","2020-11-30","Active"
"322602","Northwest Drywall LLC"," ","9816 W Jasmine Trl"," ","Peoria","AZ","85383-2941","Robert Alex Linger","R-10","","2018-11-14","2020-11-30","Active"
"322603","Felix Appliance Repair LLC"," ","20871 N Danielle Ave"," ","Maricopa","AZ","85138","Robert Felix","CR-63","","2018-11-14","2020-11-30","Active"
"322604","L & L Arizona Construction LLC"," ","3330 E Van Buren St Apt 634"," ","Phoenix","AZ","85008","Jesus Elsira Lee Sanchez","CR-8","","2018-11-14","2020-11-30","Active"
"322605","Shannon Lane Grimes"," KEPH Construction","7078 Highway 50"," ","Dadeville","AL","36853","Shannon Lane Grimes","C-1","","2018-11-14","2020-11-30","Active"
"322606","Admirable Garage Door & Gate LLC"," Discount Door Service","1330 W Morning View Dr"," ","Tucson","AZ","85704","Melissa A MacMeans","CR-60","","2018-11-14","2020-11-30","Active"
"322607","Grey Stone Foundation Solutions LLC"," ","6721 W Cherry Hills Dr"," ","Peoria","AZ","85345","Jonathan Cadriel Murillo","CR-9","","2018-11-14","2020-11-30","Active"
"322608","BRH Home Improvements LLC"," ","14029 N Burning Tree Pl"," ","Phoenix","AZ","85022","Britton Robert Harms","CR-61","","2018-11-14","2020-11-30","Active"
"322609","Double S Seeding and Erosion Control LLC"," ","43507 N Jackrabbit Rd"," ","San Tan Valley","AZ","85140","Samuel Patrick Stevenson","CR-21","","2018-11-14","2020-11-30","Active"
