"Current Active Residential Contractors - File created: Nov 28, 2018 - 8380 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Class Type","Issued Date","Expiration Date","Status"
"298339","Safety Tubs Company LLC"," ","902 W Carrier Pkwy"," ","Grand Prairie","TX","75050","Burke William Vanderhoef","B","B General Residential Contractor","Residential","2015-06-11","2019-06-30","Current"
"021038","Safford Builders Supply Co"," ","707 S 6th Ave"," ","Safford","AZ","85546","H Duane H Duane Owens","B","B General Residential Contractor","Residential","1959-08-17","2020-07-31","Current"
"021039","Safford Builders Supply Co"," ","707 S 6th Ave"," ","Safford","AZ","85546","H Duane H Duane Owens","R-11","R-11 Electrical","Residential","1959-08-17","2020-07-31","Current"
"024287","Safford Builders Supply Co"," ","707 S 6th Ave"," ","Safford","AZ","85546","H Duane H Duane Owens","R-37R","R-37R Plumbing","Residential","1962-04-02","2020-03-31","Current"
"239099","Sage Companies LLC","Sun Country Homes , Sun Country Homes","Po Box 12392"," ","Scottsdale","AZ","85267","Michael Louis Mason","B","B General Residential Contractor","Residential","2007-11-06","2019-11-30","Current"
"197234","Sage Construction Company"," ","7569 E Krall St"," ","Scottsdale","AZ","85250","Steven Richard Creswell","B","B General Residential Contractor","Residential","2004-06-18","2020-06-30","Current"
"040596","Sage Development Corporation"," ","13550 W Peoria Ave Ste 1"," ","Surprise","AZ","85379","William Forney Butler","B","B General Residential Contractor","Residential","1974-09-16","2019-08-31","Current"
"233417","Sage Luxury Homes LLC"," ","4400 N Scottsdale Rd Ste 9"," ","Scottsdale","AZ","85251","Sage Javin Lentz","B","B General Residential Contractor","Residential","2007-05-17","2019-05-31","Current"
"207055","Sage West Development Inc"," ","PO Box 1805"," ","Sierra Vista","AZ","85636","Renee R Farkas-Morris","B","B General Residential Contractor","Residential","2005-08-24","2019-08-31","Current"
"066722","Saguaro Concrete Inc"," ","37169 E County 8th St"," ","Wellton","AZ","85356","Roy Bramley Kelland II","B","B General Residential Contractor","Residential","1986-12-24","2019-11-30","Current"
"111708","Saguaro Hills Construction and Development LLC"," ","PO Box 3168"," ","Carefree","AZ","85377","Randy Eugene Lewis","B","B General Residential Contractor","Residential","1996-02-27","2020-01-31","Current"
"297854","Saguaro Landscaping and Pool Service LLC"," ","835 W Warner Rd Ste 101-475"," ","Chandler","AZ","85225","Steve Mascorro","R-6","R-6 Swimming Pool Service and Repair","Residential","2015-04-20","2019-04-30","Current"
"290473","Saguaro Mountain Construction LLC"," ","2604 N Robin Cir"," ","Mesa","AZ","85213","Sandra Lee Griffith","B-3","B-3 General Remodeling and Repair Contractor","Residential","2014-02-17","2020-02-29","Current"
"055526","Saguaro Plumbing Inc"," ","3409 E 33rd Pl"," ","Yuma","AZ","85365","Scott Bryan Hull","R-37R","R-37R Plumbing","Residential","1981-11-05","2020-10-31","Current"
"320561","Saguaro Remodeling LLC"," ","419 N 63rd Ln"," ","Phoenix","AZ","85043","Christopher Michael Robert Cost","R-62","R-62 Minor Home Improvements","Residential","2018-06-29","2020-06-30","Current"
"112905","Saguaro State Electric Inc"," ","6132 W Topeka Dr"," ","Glendale","AZ","85308","Louis Jan Den Dulk","R-11","R-11 Electrical","Residential","1996-04-11","2020-03-31","Current"
"221166","Sahuarita Plumbing LLC"," ","345 E Calle Minerva"," ","Green Valley","AZ","85614","Amit Cher","R-37R","R-37R Plumbing","Residential","2006-09-11","2018-12-31","Current"
"249053","Sahuaro Pipeline Corporation Inc"," ","PO Box 2989"," ","Gilbert","AZ","85299","Dallas Stephen Petersen","B-4","B-4 General Residential Engineering Contractor","Residential","2008-09-12","2020-09-30","Current"
"245720","Sahuaro Ridge Construction and Development LLC"," ","7175 W El Camino Del Cerro"," ","Tucson","AZ","85745","Kenneth Mc Cutcheon III","B","B General Residential Contractor","Residential","2008-06-29","2019-06-30","Current"
"235076","Sahuaro Valley Construction LLC"," ","5953 W Coolidge St"," ","Phoenix","AZ","85033","Gilbert Soto Morales","B","B General Residential Contractor","Residential","2007-07-24","2019-07-31","Current"
"162862","Salcido Construction Company Inc"," ","15988 W Mercer Ln"," ","Surprise","AZ","85388","Benjy Duran Salcido","B","B General Residential Contractor","Residential","2001-03-05","2019-03-31","Current"
"098560","Salcito Custom Homes Ltd"," ","20909 N 90th Pl Ste 202"," ","Scottsdale","AZ","85255","Anthony John Salcito Sr","B","B General Residential Contractor","Residential","1993-08-16","2019-07-31","Current"
"066418","Salero Corporation"," ","6234 E Cholla Ln"," ","Paradise Valley","AZ","85253","Kitchen Michael Le Roy","B","B General Residential Contractor","Residential","1986-11-10","2020-10-31","Current"
"231585","Salmos 127 1 LLC"," ","PO Box 2754"," ","San Luis","AZ","85349","Jose Alejandro Palencia","B","B General Residential Contractor","Residential","2007-04-14","2019-04-30","Current"
"257673","Salt River Concrete LLC"," ","337 W La Jolla Dr"," ","Tempe","AZ","85282","Arnold Richard Aguirre","R-9","R-9 Concrete","Residential","2009-08-11","2019-08-31","Current"
"088509","Salvatore Fratantoni","Sam Fratantoni , Sam Fratantoni","9811 E Bell Rd Ste 105"," ","Scottsdale","AZ","85260","Salvatore Fratantoni","B","B General Residential Contractor","Residential","1990-12-14","2019-11-30","Current"
"192869","Sam Hudson Construction LLC"," ","10602 S Camino Del Sol"," ","Yuma","AZ","85367","Roland Eugene Ward","B","B General Residential Contractor","Residential","2004-02-09","2020-02-29","Current"
"289410","Sam I am the Handyman LLC"," ","6425 E Cypress St Samuel Seidito"," ","Scottsdale","AZ","85257","Samuel Seidito","R-62","R-62 Minor Home Improvements","Residential","2013-12-29","2019-12-31","Current"
"092009","Sam Nichols Electrical Inc"," ","66 Capri Ln"," ","Lake Havasu City","AZ","86403","Samuel Clinton Nichols","R-11","R-11 Electrical","Residential","1991-12-30","2019-11-30","Current"
"226210","Samaniego Concrete LLC"," ","6653 S Downing Ave"," ","Tucson","AZ","85756","Jose Madueno Samaniego","R-9","R-9 Concrete","Residential","2007-02-15","2019-02-28","Current"
"289450","Samco Construction LLC"," ","7787 W Deer Valley Rd"," ","Peoria","AZ","85382","Samuel Ispas","B","B General Residential Contractor","Residential","2014-01-28","2020-01-31","Current"
"308754","Same Day Garage Door Services LLC"," ","3542 E Cotton Ct"," ","Gilbert","AZ","85234","Peter Johnathan Brown","R-62","R-62 Minor Home Improvements","Residential","2016-10-07","2020-10-31","Current"
"296401","Sami Zarifi 14 LLC"," ","3400 E Finger Rock Cir"," ","Tucson","AZ","85718","Samuel Ahmad Zarifi","B","B General Residential Contractor","Residential","2015-02-05","2019-02-28","Current"
"254203","Samons Bros Construction LLC"," ","1845 McCulloch Blvd N Ste B4"," ","Lake Havasu City","AZ","86403","Walter Thomas Campbell","B","B General Residential Contractor","Residential","2009-04-02","2019-04-30","Current"
"090350","Samons Bros Framing Inc"," ","1845 McCulloch Blvd N Ste B4"," ","Lake Havasu City","AZ","86403","Walter Floyd Samons","B","B General Residential Contractor","Residential","1991-07-09","2019-06-30","Current"
"089521","Samuel Doc Fields Jr","Fields Construction , Fields Construction","3250 S La Palma Rd"," ","Coolidge","AZ","85128","Samuel Doc Fields Jr","B","B General Residential Contractor","Residential","1991-04-11","2019-03-31","Current"
"178073","Samuel Joseph Seery","Seery Construction , Seery Construction","681 Desert View Dr"," ","Lake Havasu City","AZ","86404","Samuel Joseph Seery","B","B General Residential Contractor","Residential","2002-09-01","2020-09-30","Current"
"227114","San Luis Home Builders LLC"," San Luis Plumbing, San Luis Plumbing","PO Box 6438"," ","San Luis","AZ","85349","Guillermo Alfredo Esparza","B","B General Residential Contractor","Residential","2007-01-09","2019-01-31","Current"
"297321","San Luis Home Builders LLC"," San Luis Plumbing, San Luis Plumbing","PO Box 6438"," ","San Luis","AZ","85349","Guillermo Alfredo Esparza","R-37R","R-37R Plumbing","Residential","2015-04-01","2019-04-30","Current"
"267046","San Milano LLC","M K Remodeling and Design , M K Remodeling and Design","8051 E Plymouth"," ","Mesa","AZ","85215","Michael Keith Gillis","B","B General Residential Contractor","Residential","2010-08-16","2020-08-31","Current"
"261248","San Tan Construction LLC"," San Tan Realty, Sunset Septic Service","PO Box 9602"," ","Chandler Heights","AZ","85127","James Douglas Adcox","B","B General Residential Contractor","Residential","2009-12-11","2019-12-31","Current"
"285262","Sanctuary Custom Construction LLC"," ","13283 N Barlassina Dr"," ","Oro Valley","AZ","85755","Jordan Spencer Junior","B","B General Residential Contractor","Residential","2013-10-08","2019-10-31","Current"
"220967","Sand Ridge Electric LLC"," ","3317 S Higley Rd Ste 114 Box 204"," ","Gilbert","AZ","85297","Kenneth Lawrence Schenck","R-11","R-11 Electrical","Residential","2006-06-19","2020-06-30","Current"
"100331","Sandcastle Properties Inc"," ","7013 W Hatfield Road"," ","Phoenix","AZ","85083","Richard David Rice","B","B General Residential Contractor","Residential","1993-12-28","2018-12-31","Current"
"291273","Sanders Plastering Systems LLC"," ","13705 E Trails End"," ","Dewey","AZ","86327","Jerry Richard Sanders","B","B General Residential Contractor","Residential","2014-05-20","2020-05-31","Current"
"297360","Sandesign LLC"," ","2236 Coronado Dr"," ","Bullhead City","AZ","86442","Ronald Duane Sande","B","B General Residential Contractor","Residential","2015-04-03","2019-04-30","Current"
"106088","Sandstorm Construction LLC"," ","3719 W Windrose Dr"," ","Phoenix","AZ","85029","Ramon Muro","B-4","B-4 General Residential Engineering Contractor","Residential","1995-02-10","2019-01-31","Current"
"210100","Santa Fe Haciendas Construction LLC"," ","2969 S Kish Ave Ste A"," ","Yuma","AZ","85365","Jodi Rae Pool","B","B General Residential Contractor","Residential","2005-07-24","2019-07-31","Current"
"294754","Santan Valley Water Purification LLC"," ","270 E Hunt Hwy Ste 16-230"," ","San Tan Valley","AZ","85143","Angel Bussert McMahon","R-37R","R-37R Plumbing","Residential","2014-09-18","2020-09-30","Current"
"175142","Santorini Homes Inc"," ","4340 E Indian School Rd Ste 21-298"," ","Phoenix","AZ","85018","Sebald John O Brien","B","B General Residential Contractor","Residential","2002-05-16","2020-05-31","Current"
"254930","Sapanaro Development LLC"," ","6263 W Kent Dr"," ","Chandler","AZ","85226","Jeffrey Robert Sapanaro","B","B General Residential Contractor","Residential","2009-05-05","2019-03-31","Current"
"142578","Sapphire Pools II LLC"," ","10835 E Baseline Ave"," ","Gold Canyon","AZ","85118","Ted Matthew Miller","B-5","B-5 General Swimming Pool Contractor","Residential","1999-02-05","2019-02-28","Current"
"288088","Sapphire Remodeling LLC"," ","1516 W Yavapai St"," ","Phoenix","AZ","85007","Romelia Sanchez","R-62","R-62 Minor Home Improvements","Residential","2013-10-30","2019-10-31","Current"
"235878","Sarracino Construction Companies LLC"," ","301 E Bethany Home Rd Ste C184"," ","Phoenix","AZ","85012","Brendon Ross Sarracino","B","B General Residential Contractor","Residential","2007-08-06","2019-08-31","Current"
"246731","Sarto Pools LLC"," Sarto Pools and Landscaping","PO Box 25183"," ","Scottsdale","AZ","85255","Steven Gerard Campo","B-5","B-5 General Swimming Pool Contractor","Residential","2008-06-20","2020-06-30","Current"
"199211","Saturn Pool Company Inc","Saturn Pools , Saturn Pools, Saturn Commercial Pools","3025 W Gran Paradiso Dr"," ","Phoenix","AZ","85086","Nathan Louis Green","B-5","B-5 General Swimming Pool Contractor","Residential","2004-08-29","2019-08-31","Current"
"228019","Savage Air Conditioning Inc"," ","2460 E Desert Trumpet Rd"," ","Phoenix","AZ","85048","Walter Thomas Savage Jr","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2006-12-24","2018-12-31","Current"
"257240","Savage Communications LLC"," ","38 N Jefferson St"," ","Wickenburg","AZ","85390","Richard Lee Savage","R-37R","R-37R Plumbing","Residential","2009-07-06","2019-07-31","Current"
"318862","Savage Industries LLC"," ","4481 E Hash Knife Draw Rd"," ","Tempe","AZ","85282","Ronald Savage","B","B General Residential Contractor","Residential","2018-04-02","2020-04-30","Current"
"217494","Save Bucks LLC"," Handyman Network, Handyman Network","1829 S Horne Ste 14"," ","Mesa","AZ","85204","James Frank Hetherington","R-37R","R-37R Plumbing","Residential","2006-03-05","2020-03-31","Current"
"321599","SAW Design & Fiberglass Vigas LLC"," ","11600 E Saint James Rd"," ","Tucson","AZ","85748","Steven Alan Williams","R-62","R-62 Minor Home Improvements","Residential","2018-09-05","2020-09-30","Current"
"207092","Saw Zit All Inc"," ","9447 W Morrow Dr"," ","Peoria","AZ","85382","Guy Richard Kanute","B-3","B-3 General Remodeling and Repair Contractor","Residential","2005-09-11","2019-09-30","Current"
"091614","Sawhorse Ltd"," ","8924 E Pinnacle Peak Rd # G5-603"," ","Scottsdale","AZ","85255","Robert Mark Hughes","B","B General Residential Contractor","Residential","1991-11-08","2019-10-31","Current"
"265773","Sayne Plumbing LLC","Just Water Heaters , Just Water Heaters","7485 N Cortaro Rd"," ","Tucson","AZ","85743","Franklin Joseph Sayne","R-37","R-37 Plumbing, Incuding Solar","Residential","2010-08-13","2020-08-31","Current"
"316515","SBI Homes LLC"," ","PO Box 727"," ","Williams","AZ","86046","Harvey Allen Grill","B","B General Residential Contractor","Residential","2017-10-31","2019-10-31","Current"
"318273","SBJMD Construction Inc"," ","2487 W Cactus Wren St"," ","Apache Junction","AZ","85120","Steven Dewayne Smith","B","B General Residential Contractor","Residential","2018-02-21","2020-02-29","Current"
"098960","Scandia Construction Inc"," ","2935 Maricopa Ave Suite B"," ","Lake Havasu City","AZ","86406","Carl Erik Nielsen","B","B General Residential Contractor","Residential","1993-09-01","2020-08-31","Current"
"237641","Scenic Pools LLC"," ","3139 E San Pedro Ct"," ","Gilbert","AZ","85234","Laurence Edward Lindahl","B-5","B-5 General Swimming Pool Contractor","Residential","2007-10-31","2019-10-31","Current"
"079913","Schaaf Construction Inc"," ","1194 W Jeanine Dr"," ","Tempe","AZ","85284","Raymond Walter Schaaf","B","B General Residential Contractor","Residential","1988-09-06","2020-08-31","Current"
"309808","Schacter Wahlstrom Construction LLC"," ","3534 E Fountain St"," ","Mesa","AZ","85213","Frederick Wahlstrom","B","B General Residential Contractor","Residential","2016-11-25","2020-11-30","Current"
"137572","SchaMac Custom Homes Inc"," Morocco Pools, RAMCORE Construction","15 W 8th Ave"," ","Mesa","AZ","85210","Wallace Todd Schafer","B","B General Residential Contractor","Residential","1998-08-11","2020-08-31","Current"
"154461","SchaMac Custom Homes Inc"," Morocco Pools, RAMCORE Construction","15 W 8th Ave"," ","Mesa","AZ","85210","Wallace Todd Schafer","B-5","B-5 General Swimming Pool Contractor","Residential","2000-04-17","2019-04-30","Current"
"228722","Schantz Construction LLC"," ","Po Box 11175"," ","Glendale","AZ","85318","Dale Robert Schantz","B","B General Residential Contractor","Residential","2007-01-25","2019-01-31","Current"
"124380","Schiller Heating and Cooling Inc"," ","206 W Julie Dr Ste 1"," ","Tempe","AZ","85283","Robert Scott Baney","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1997-06-20","2019-06-30","Current"
"290947","Schlarbaum Construction Inc","A & O Home Repair , A & O Home Repair","PO Box 1385"," ","Sierra Vista","AZ","85636","Douglas Duane Schlarbaum","B","B General Residential Contractor","Residential","2014-04-17","2020-04-30","Current"
"211779","Schmitt Custom Builders LLC"," ","11316 N Thunder Mountain Rd"," ","Coolidge","AZ","85128","Michael Alan Schmitt","B","B General Residential Contractor","Residential","2005-09-26","2019-09-30","Current"
"300504","Schmuker Construction LLC"," ","PO Box 410226"," ","Big Water","UT","84741","Judah Ben Schmuker","B","B General Residential Contractor","Residential","2015-07-21","2019-07-31","Current"
"200840","Schneider Development General Contracting Inc"," Phoenician Creative Environments, Phoenician Creative Environments","457 E Spur Ave"," ","Gilbert","AZ","85296","Charles Anthony Schneider III","B-5","B-5 General Swimming Pool Contractor","Residential","2004-10-29","2020-10-31","Current"
"200841","Schneider Development General Contracting Inc"," Phoenician Creative Environments, Phoenician Creative Environments","457 E Spur Ave"," ","Gilbert","AZ","85296","Charles Anthony Schneider III","B","B General Residential Contractor","Residential","2004-10-24","2020-10-31","Current"
"245388","Schnuelle Renovations LLC"," ","6952 E Minton St"," ","Mesa","AZ","85207","Matthew Lee Schnuelle","B","B General Residential Contractor","Residential","2008-05-16","2020-05-31","Current"
"258585","Schroeder Construction LLC"," ","8213 E Montecito Ave"," ","Scottsdale","AZ","85251","Douglas Arthur Schroeder","B","B General Residential Contractor","Residential","2009-08-30","2019-08-31","Current"
"191070","Schuff Steel Company"," ","PO Box 19028"," ","Phoenix","AZ","85005","David Allen Schuff","R-17","R-17 Structural Steel and Aluminum","Residential","2003-11-28","2019-11-30","Current"
"190647","Schuff Steel Management Company Southwest Inc"," ","PO Box 19028"," ","Phoenix","AZ","85005","Roger James Forbes","R-17","R-17 Structural Steel and Aluminum","Residential","2003-11-10","2019-11-30","Current"
"089314","Schultz Development Corp"," ","7890 E Mcclain Dr"," ","Scottsdale","AZ","85260","John Arne Schultz","B","B General Residential Contractor","Residential","1991-03-20","2019-02-28","Current"
"276521","Schultz Family of Arizona LLC","Canadian Air, The EH Team Heating and Cooling , Canadian Air, The EH Team Heating and Cooling","PO Box 93"," ","Wittmann","AZ","85361","Roderick Bryon Schultz","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2012-03-02","2020-03-31","Current"
"193088","Schumacher Electrical Contracting Inc"," ","Po Box 981"," ","Overgaard","AZ","85933","Jason David Schumacher","R-11","R-11 Electrical","Residential","2004-02-25","2020-02-29","Current"
"132451","Schwartz Builders LLC"," ","7304 S 29th Ln"," ","Phoenix","AZ","85041","Ricky Samuel Schwartz","B","B General Residential Contractor","Residential","1998-03-02","2019-03-31","Current"
"290222","Scoggin Contracting Inc"," ","2200 N Camino Altar"," ","Tucson","AZ","85743","Joy Dale Bittle","B","B General Residential Contractor","Residential","2014-02-10","2020-02-29","Current"
"170009","Scorpion Electric Inc"," ","2313 S Bianco Rd"," ","Casa Grande","AZ","85193","Gregory Brian Ferguson","R-11","R-11 Electrical","Residential","2001-11-15","2019-11-30","Current"
"315716","Scorpion LLC"," ","3237 E Poinsettia Dr"," ","Scottsdale","AZ","85254","Travis Erwin Mathews","B","B General Residential Contractor","Residential","2017-10-03","2019-10-31","Current"
"314545","Scott Allen Goulet","Better Built Sheds , Better Built Sheds","10243 E Palomino Rd"," ","Flagstaff","AZ","86004","Scott Allen Goulet","B","B General Residential Contractor","Residential","2017-07-25","2019-07-31","Current"
"122883","Scott Andrew Bergman","Bergman Electric , Bergman Electric","3500 N Constance Dr"," ","Prescott Valley","AZ","86314","Scott Andrew Bergman","R-11","R-11 Electrical","Residential","1997-04-25","2019-04-30","Current"
"285072","Scott Built Construction Company LLC"," ","3644 E Tierra Buena Ln"," ","Phoenix","AZ","85032","Vernon Scott Barkley","B","B General Residential Contractor","Residential","2013-06-28","2019-06-30","Current"
"173411","Scott Excavation Inc","North Pine Construction , North Pine Construction","PO Box 835"," ","Payson","AZ","85547","Kevin Lee Scott","R-37R","R-37R Plumbing","Residential","2002-03-30","2020-03-31","Current"
"167744","Scott Francis Construction Inc"," ","12657 N 56th Pl"," ","Scottsdale","AZ","85254","Scott Edward Francis","B","B General Residential Contractor","Residential","2001-08-23","2020-08-31","Current"
"301065","Scott Home Services LLC"," ","24777 N 15th Ave"," ","Phoenix","AZ","85085","Dennis Dean Kontz","B","B General Residential Contractor","Residential","2015-09-18","2019-09-30","Current"
"109687","Scott Homes Development Company"," ","2221 W Baseline Rd Ste 101"," ","Tempe","AZ","85283","Jesse Arnold Flores","B","B General Residential Contractor","Residential","1995-10-03","2019-09-30","Current"
"128433","Scott Martin Blevins","Cut Above Building Systems , Cut Above Building Systems","21151 E Avenida Del Valle"," ","Queen Creek","AZ","85142","Scott Martin Blevins","B","B General Residential Contractor","Residential","1997-12-01","2019-12-31","Current"
"297587","Scott Marvin Hudson","Copper Star Remodeling , Copper Star Remodeling","PO Box 391"," ","Clarkdale","AZ","86324","Scott Marvin Hudson","B-3","B-3 General Remodeling and Repair Contractor","Residential","2015-04-17","2019-04-30","Current"
"306713","Scott Mel Velliquette","Spa Man II Handyman , Spa Man II Handyman","PO Box 1588"," ","Payson","AZ","85547","Scott Mel Velliquette","B-10","B-10 Pre-Manufactured Spas and Hot Tubs","Residential","2016-08-15","2020-08-31","Current"
"106269","Scott Michael Killian","Mesquite Construction Enterprises , Mesquite Construction Enterprises","9060 E Longhorn Dr"," ","Prescott Valley","AZ","86314","Scott Michael Killian","B","B General Residential Contractor","Residential","1995-03-01","2019-02-28","Current"
"276672","Scott Patrick Design & Build LLC"," ","1702 E Orchid Ln"," ","Phoenix","AZ","85020","Scott Patrick Raney","B","B General Residential Contractor","Residential","2012-01-31","2020-01-31","Current"
"094925","Scott Pottinger Custom Homes Inc"," ","Po Box 4010"," ","Tubac","AZ","85646","Scott Elliott Pottinger","B","B General Residential Contractor","Residential","1992-09-29","2019-05-31","Current"
"193868","Scott Raymond Beyl","Blue Diamond Plumbing , Blue Diamond Plumbing","8621 W Encanto Blvd"," ","Phoenix","AZ","85037","Scott Raymond Beyl","R-37R","R-37R Plumbing","Residential","2004-03-21","2020-03-31","Current"
"222042","Scott Tracy Harrington"," Harrington Homes, Harrington General Contracting","PO Box 550"," ","Eagar","AZ","85925","Scott Tracy Harrington","B","B General Residential Contractor","Residential","2006-07-17","2020-07-31","Current"
"142286","Scott W Van Den Bosch","Van Den Bosch Contracting , Van Den Bosch Contracting","Po Box 593"," ","Pine","AZ","85544","Scott W Van Den Bosch","B","B General Residential Contractor","Residential","1999-02-12","2019-02-28","Current"
"278470","Scott's Finish Carpentry LLC"," ","4237 W Citrus Way"," ","Phoenix","AZ","85019","Armando Adame Sandoval","R-60","R-60 Finish Carpentry","Residential","2012-04-27","2020-04-30","Current"
"322670","Scottsdale Home Maintenance LLC"," ","9375 E Shea Blvd Ste 100"," ","Scottsdale","AZ","85260","Michael M Ricard","R-62","R-62 Minor Home Improvements","Residential","2018-11-20","2020-11-30","Current"
"319668","Scottsdale Luxury Real Estate and Development LLC","The Scottsdale Cowboy , The Scottsdale Cowboy","PO Box 157"," ","Scottsdale","AZ","85252","Samuel Franklin Coy Jr","R-62","R-62 Minor Home Improvements","Residential","2018-05-09","2020-05-31","Current"
"300781","Screenmobile of Northern Arizona LLC"," ","PO Box 4099"," ","Sedona","AZ","86340","Arden Wayne Barney","B","B General Residential Contractor","Residential","2015-08-19","2019-08-31","Current"
"304130","SDP Developement LLC"," ","7129 E 6th Ave"," ","Scottsdale","AZ","85251","David Leonard Parsons","B","B General Residential Contractor","Residential","2016-07-01","2020-07-31","Current"
"157115","Sea Rose Construction Inc"," ","17103 E Cyprus Point Ct"," ","Fountain Hills","AZ","85268","Harold Lee Jackson","B-3","B-3 General Remodeling and Repair Contractor","Residential","2000-07-18","2020-07-31","Current"
"231798","Seabreeze Construction LLC"," ","10869 N Scottsdale Rd #103 #329"," ","Scottsdale","AZ","85254","Sean Patrick Shields","B-3","B-3 General Remodeling and Repair Contractor","Residential","2007-04-19","2019-09-30","Current"
"270761","Seabreeze Pool Service Incorporated"," ","9555 S Palm Dr"," ","Tempe","AZ","85284","John David Dunkleberger","R-6","R-6 Swimming Pool Service and Repair","Residential","2011-03-10","2019-03-31","Current"
"287016","Seal Out Scorpions LLC"," ","1030 E Gemini Dr"," ","Tempe","AZ","85283","William LeRoy Clubb Jr","R-62","R-62 Minor Home Improvements","Residential","2013-09-21","2019-09-30","Current"
"118281","Sean Jeffrey Stein","Shamrock Heating and Cooling , Shamrock Heating and Cooling","5005 S Ash Ave Ste 19"," ","Tempe","AZ","85282","Sean Jeffrey Stein","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1996-10-23","2020-09-30","Current"
"206649","Sears Home Improvement Products Inc"," ","PO Box 522290"," ","Longwood","FL","32752","Alfred William Nyman Jr","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2005-04-24","2019-04-30","Current"
"013509","Sears Roebuck and Co"," The Great Indoors","2 Marietta Ct Ste A"," ","Hoffman Estates","IL","60179","Robert Raymond Lameer","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1951-08-15","2020-07-31","Current"
"079952","Sears Roebuck and Co"," The Great Indoors","2 Marietta Ct Ste A"," ","Hoffman Estates","IL","60179","Robert Raymond Lameer","R-11","R-11 Electrical","Residential","1988-09-08","2020-07-31","Current"
"080304","Sears Roebuck and Co"," The Great Indoors","2 Marietta Ct Ste A"," ","Hoffman Estates","IL","60179","Robert Raymond Lameer","R-37","R-37 Plumbing, Incuding Solar","Residential","1988-10-04","2020-07-31","Current"
"092564","Sears Roebuck and Co"," The Great Indoors","2 Marietta Ct Ste A"," ","Hoffman Estates","IL","60179","Robert Raymond Lameer","B","B General Residential Contractor","Residential","1992-02-20","2020-07-31","Current"
"252090","Seasider Construction LLC"," ","27268 N 86th Dr"," ","Peoria","AZ","85383","Sione Fine Vaisa","B-3","B-3 General Remodeling and Repair Contractor","Residential","2009-01-16","2019-01-31","Current"
"129628","Seaton and Assoc Inc"," ","12332 N 71st Ln"," ","Peoria","AZ","85381","Kathleen Marie Seaton","B","B General Residential Contractor","Residential","1997-12-05","2019-12-31","Current"
"149689","Seaway Incorporated","American Home Services , American Home Services","1108 S Lewis"," ","Mesa","AZ","85210","Rodney Dean Parks","B","B General Residential Contractor","Residential","1999-11-01","2019-11-30","Current"
"150138","Seaway Incorporated","American Home Services , American Home Services","1108 S Lewis"," ","Mesa","AZ","85210","Rodney Dean Parks","R-37R","R-37R Plumbing","Residential","1999-11-08","2019-11-30","Current"
"273958","Sebastian's Home Repair and Remodeling LLC"," ","3811 N Tres Lomas Pl"," ","Tucson","AZ","85749","Don Joseph Sebastian","B","B General Residential Contractor","Residential","2011-07-27","2019-07-31","Current"
"314281","Security Door, Gate, and Fence LLC"," ","6424 E Greenway Pkwy Ste 100"," ","Scottsdale","AZ","85254","Frank Anthony Vargas","R-62","R-62 Minor Home Improvements","Residential","2017-06-30","2019-06-30","Current"
"051625","Security Roofing and Construction Corp"," ","7036 N 14th St"," ","Phoenix","AZ","85020","James Melton Smith","B","B General Residential Contractor","Residential","1980-03-17","2020-02-29","Current"
"313829","Sedona Custom Homes LLC"," ",""," ","Sedona","AZ","86336","John Hugh Griffin","B","B General Residential Contractor","Residential","2017-05-25","2019-05-31","Current"
"271655","Sedona Home Improvement LLC"," ","480 Northview Rd"," ","Sedona","AZ","86336","David Christopher Donohue","B","B General Residential Contractor","Residential","2011-03-12","2019-03-31","Current"
"039734","Sedona Sheet Metal Inc"," ","2020 Contractors Rd Ste 1"," ","Sedona","AZ","86336","Melvin Francis Peterson","R-39","R-39 Air Conditioning and Refrigeration, Including Solar","Residential","1974-04-19","2019-03-31","Current"
"211494","Sedona Verde Valley Plumbing LLC"," ","25 N Old Pumphouse Rd"," ","Cornville","AZ","86325","Jay Edward Elmer","R-37","R-37 Plumbing, Incuding Solar","Residential","2005-09-16","2019-09-30","Current"
"232394","Sedonalight LLC"," ","Po Box 2483"," ","Cottonwood","AZ","86326","William Clayton Ford","R-11","R-11 Electrical","Residential","2007-05-06","2019-05-31","Current"
"266029","Sedonix LLC","Verde Solar Power , Verde Solar Power","PO Box 56"," ","Cornville","AZ","86325","Greg Smith Collins","R-11","R-11 Electrical","Residential","2010-08-18","2020-08-31","Current"
"053403","Sefferovich Construction Inc"," ","Po Box 4397"," ","Bisbee","AZ","85603","John Ted Sefferovich","B","B General Residential Contractor","Residential","1980-12-12","2018-11-30","Current"
"160254","Seiss Construction Inc"," ","4113 N 56th St"," ","Phoenix","AZ","85018","Troy Christopher Seiss","B","B General Residential Contractor","Residential","2000-12-07","2018-12-31","Current"
"266100","Selberg Electric LLC"," ","1859 E Donner Dr"," ","Phoenix","AZ","85042","Bryan Owen Selberg","R-11","R-11 Electrical","Residential","2010-07-20","2020-07-31","Current"
